,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
10806,Italy,Casoria,53,Moderate,1,Good,53,Moderate,1,Good,37,Good
10807,Italy,Castelfidardo,50,Good,1,Good,50,Good,1,Good,28,Good
10808,Portugal,Castelo Branco,23,Good,1,Good,23,Good,1,Good,21,Good
10809,Venezuela,Caucaguita,141,Unhealthy(SG),1,Good,12,Good,8,Good,141,Unhealthy(SG)
10810,Venezuela,Chacao,139,Unhealthy(SG),1,Good,13,Good,7,Good,139,Unhealthy(SG)
10811,Thailand,Chaiya,59,Moderate,1,Good,23,Good,0,Good,59,Moderate
10812,Pakistan,Chak Jhumra,204,Very Unhealthy,4,Good,204,Very Unhealthy,3,Good,188,Unhealthy
10813,Germany,Cham,50,Good,1,Good,26,Good,3,Good,50,Good
10814,India,Chamrajnagar,65,Moderate,0,Good,22,Good,0,Good,65,Moderate
10815,Italy,Acerra,52,Moderate,1,Good,52,Moderate,1,Good,36,Good
10816,Russia,Achinsk,37,Good,1,Good,37,Good,0,Good,27,Good
10817,Brazil,Afonso Claudio,36,Good,1,Good,9,Good,2,Good,36,Good
10818,Colombia,Agustin Codazzi,57,Moderate,2,Good,6,Good,3,Good,57,Moderate
10819,Ghana,Akropong,110,Unhealthy(SG),3,Good,14,Good,2,Good,110,Unhealthy(SG)
10820,Turkey,Alaca,40,Good,1,Good,40,Good,0,Good,14,Good
10821,Spain,Albacete,40,Good,1,Good,27,Good,1,Good,40,Good
10822,Italy,Alfonsine,42,Good,1,Good,38,Good,3,Good,42,Good
10823,USA,Alhambra,87,Moderate,2,Good,21,Good,28,Good,87,Moderate
10824,Sweden,Alingsas,38,Good,1,Good,38,Good,2,Good,29,Good
10825,India,Alot,162,Unhealthy,1,Good,39,Good,0,Good,162,Unhealthy
10826,Madagascar,Ambatolampy,21,Good,0,Good,21,Good,0,Good,21,Good
10827,Brazil,America Dourada,15,Good,0,Good,14,Good,0,Good,15,Good
10828,India,Amla,145,Unhealthy(SG),0,Good,35,Good,0,Good,145,Unhealthy(SG)
10829,Togo,Aneho,91,Moderate,2,Good,22,Good,1,Good,91,Moderate
10830,Austria,Ansfelden,55,Moderate,1,Good,33,Good,1,Good,55,Moderate
10831,Iran,Arak,78,Moderate,1,Good,46,Good,0,Good,78,Moderate
10832,Turkey,Ardahan,39,Good,0,Good,35,Good,0,Good,39,Good
10833,France,Arras,35,Good,1,Good,25,Good,2,Good,35,Good
10834,India,Ayodhya,228,Very Unhealthy,4,Good,111,Unhealthy(SG),4,Good,228,Very Unhealthy
10835,Thailand,Ayutthaya,50,Good,0,Good,27,Good,0,Good,50,Good
10836,Germany,Bad Oeynhausen,34,Good,0,Good,29,Good,1,Good,34,Good
10837,Germany,Bad Vilbel,28,Good,0,Good,28,Good,2,Good,27,Good
10838,Indonesia,Bae,80,Moderate,2,Good,69,Moderate,1,Good,80,Moderate
10839,Philippines,Baganga,52,Moderate,1,Good,17,Good,0,Good,52,Moderate
10840,India,Balaghat,154,Unhealthy,1,Good,39,Good,0,Good,154,Unhealthy
10841,UK,Ballymena,26,Good,1,Good,26,Good,4,Good,26,Good
10842,Peru,Bambamarca,17,Good,0,Good,5,Good,1,Good,17,Good
10843,Benin,Banikoara,30,Good,2,Good,12,Good,0,Good,30,Good
10844,UK,Basildon,27,Good,1,Good,22,Good,7,Good,27,Good
10845,India,Batala,113,Unhealthy(SG),4,Good,111,Unhealthy(SG),4,Good,113,Unhealthy(SG)
10847,Romania,Darabani,65,Moderate,1,Good,42,Good,0,Good,65,Moderate
10848,Netherlands,De Bilt,34,Good,0,Good,34,Good,1,Good,26,Good
10849,USA,Deer Park,58,Moderate,1,Good,24,Good,15,Good,58,Moderate
10850,Romania,Deva,70,Moderate,1,Good,25,Good,4,Good,70,Moderate
10851,India,Dhanaura,500,Hazardous,3,Good,143,Unhealthy(SG),4,Good,428,Hazardous
10852,Brazil,Diamantina,26,Good,0,Good,6,Good,2,Good,26,Good
10853,USA,Dickson,78,Moderate,1,Good,28,Good,3,Good,78,Moderate
10854,Philippines,Digos,60,Moderate,1,Good,20,Good,0,Good,60,Moderate
10855,Burkina Faso,Djibo,61,Moderate,1,Good,17,Good,3,Good,61,Moderate
10856,Brazil,Dom Pedrito,25,Good,0,Good,25,Good,0,Good,6,Good
10857,France,Domont,30,Good,1,Good,28,Good,2,Good,30,Good
10858,France,Beauvais,30,Good,0,Good,28,Good,1,Good,30,Good
10859,Belgium,Beerse,30,Good,0,Good,30,Good,2,Good,30,Good
10860,China,Beibei,166,Unhealthy,10,Good,90,Moderate,22,Good,166,Unhealthy
10861,Benin,Bembereke,42,Good,2,Good,15,Good,0,Good,42,Good
10862,China,Benxi,105,Unhealthy(SG),3,Good,91,Moderate,2,Good,105,Unhealthy(SG)
10863,Netherlands,Bergen Op Zoom,33,Good,0,Good,33,Good,2,Good,27,Good
10864,Israel,Bet Shemesh,78,Moderate,1,Good,44,Good,5,Good,78,Moderate
10865,UK,Beverley,39,Good,1,Good,20,Good,7,Good,39,Good
10866,India,Bhadra,500,Hazardous,1,Good,40,Good,0,Good,500,Hazardous
10867,India,Bhainsdehi,128,Unhealthy(SG),0,Good,35,Good,0,Good,128,Unhealthy(SG)
10868,Poland,Bielsko Biala,83,Moderate,2,Good,22,Good,7,Good,83,Moderate
10869,India,Channarayapatna,48,Good,0,Good,22,Good,0,Good,48,Good
10870,USA,Cheektowaga,38,Good,1,Good,38,Good,3,Good,37,Good
10871,USA,Chesterton,66,Moderate,2,Good,19,Good,16,Good,66,Moderate
10872,Guatemala,Chinautla,73,Moderate,2,Good,15,Good,6,Good,73,Moderate
10873,Japan,Chino,43,Good,1,Good,43,Good,0,Good,15,Good
10874,USA,Choctaw,54,Moderate,1,Good,35,Good,2,Good,54,Moderate
10875,Italy,Cinisi,48,Good,1,Good,48,Good,1,Good,25,Good
10876,Indonesia,Cisarua,144,Unhealthy(SG),3,Good,144,Unhealthy(SG),1,Good,115,Unhealthy(SG)
10877,France,Clamart,31,Good,1,Good,28,Good,2,Good,31,Good
10879,USA,Colesville,54,Moderate,1,Good,31,Good,6,Good,54,Moderate
10880,Chile,Collipulli,45,Good,1,Good,9,Good,6,Good,45,Good
10881,USA,Columbia,54,Moderate,1,Good,31,Good,6,Good,54,Moderate
10882,Italy,Comacchio,47,Good,1,Good,37,Good,3,Good,47,Good
10883,Brazil,Conceicao Do Coite,34,Good,0,Good,12,Good,1,Good,34,Good
10884,Romania,Corabia,67,Moderate,1,Good,37,Good,2,Good,67,Moderate
10885,Ireland,Cork,27,Good,1,Good,27,Good,1,Good,13,Good
10886,Italy,Corridonia,47,Good,1,Good,47,Good,2,Good,37,Good
10887,Poland,Czarnkow,32,Good,1,Good,29,Good,1,Good,32,Good
10888,Ethiopia,Dabat,79,Moderate,1,Good,16,Good,1,Good,79,Moderate
10889,India,Dabwali,500,Hazardous,1,Good,43,Good,1,Good,481,Hazardous
10890,USA,Westport,59,Moderate,1,Good,24,Good,13,Good,59,Moderate
10891,USA,Wichita,59,Moderate,1,Good,25,Good,5,Good,59,Moderate
10892,Germany,Wildberg,40,Good,1,Good,25,Good,3,Good,40,Good
10893,Indonesia,Wonogiri,51,Moderate,1,Good,28,Good,0,Good,51,Moderate
10894,Germany,Wunsiedel,41,Good,0,Good,27,Good,2,Good,41,Good
10895,Belgium,Wuustwezel,34,Good,0,Good,29,Good,3,Good,34,Good
10896,USA,Wylie,60,Moderate,1,Good,24,Good,4,Good,60,Moderate
10897,China,Xinzhou,163,Unhealthy,4,Good,163,Unhealthy,4,Good,106,Unhealthy(SG)
10898,Syria,Yabrud,86,Moderate,1,Good,43,Good,1,Good,86,Moderate
10899,India,Yadgir,82,Moderate,0,Good,27,Good,0,Good,82,Moderate
10900,Russia,Yaya,51,Moderate,1,Good,34,Good,0,Good,51,Moderate
10901,Russia,Yelizavetinskaya,48,Good,1,Good,39,Good,4,Good,48,Good
10902,Canada,Yorkton,25,Good,1,Good,22,Good,1,Good,25,Good
10903,Japan,Yoshida,42,Good,1,Good,42,Good,0,Good,33,Good
10904,USA,Yucaipa,57,Moderate,2,Good,16,Good,12,Good,57,Moderate
10905,China,Yuyao,166,Unhealthy,3,Good,166,Unhealthy,2,Good,108,Unhealthy(SG)
10906,Mexico,Zaachila,75,Moderate,2,Good,6,Good,8,Good,75,Moderate
10907,Mexico,Zapotlanejo,56,Moderate,1,Good,10,Good,4,Good,56,Moderate
10908,Netherlands,Zelhem,30,Good,0,Good,30,Good,1,Good,26,Good
10909,Kazakhstan,Zhezkazgan,39,Good,1,Good,39,Good,0,Good,22,Good
10910,Slovakia,Zilina,57,Moderate,1,Good,32,Good,2,Good,57,Moderate
10911,Slovakia,Zlate Moravce,57,Moderate,1,Good,30,Good,2,Good,57,Moderate
10912,India,Zunheboto,35,Good,1,Good,14,Good,0,Good,35,Good
10913,Russia,Zvenigorod,31,Good,1,Good,31,Good,4,Good,29,Good
10914,Germany,Syke,32,Good,0,Good,29,Good,1,Good,32,Good
10915,Hungary,Szekesfehervar,76,Moderate,1,Good,31,Good,4,Good,76,Moderate
10916,Philippines,Tagbina,52,Moderate,1,Good,20,Good,0,Good,52,Moderate
10917,Iran,Takestan,46,Good,1,Good,38,Good,0,Good,46,Good
10918,Romania,Targu Ocna,65,Moderate,1,Good,43,Good,0,Good,65,Moderate
10919,India,Tattayyangarpettai,74,Moderate,1,Good,30,Good,0,Good,74,Moderate
10920,Mexico,Tempoal,75,Moderate,2,Good,19,Good,4,Good,75,Moderate
10921,Mexico,Tequixquitla,101,Unhealthy(SG),2,Good,13,Good,6,Good,101,Unhealthy(SG)
10922,Thailand,Tha Rua,51,Moderate,0,Good,28,Good,0,Good,51,Moderate
10923,Myanmar,Thanatpin,59,Moderate,0,Good,23,Good,0,Good,59,Moderate
10924,Pakistan,Thul,170,Unhealthy,1,Good,58,Moderate,1,Good,170,Unhealthy
10925,Moldova,Tighina,57,Moderate,1,Good,38,Good,0,Good,57,Moderate
10926,India,Tikri,500,Hazardous,3,Good,47,Good,9,Good,500,Hazardous
10927,India,Tirupati,84,Moderate,0,Good,30,Good,0,Good,84,Moderate
10928,Brazil,Vigia,29,Good,1,Good,14,Good,1,Good,29,Good
10929,Italy,Villa Literno,49,Good,1,Good,49,Good,1,Good,34,Good
10930,France,Villiers Le Bel,30,Good,1,Good,28,Good,2,Good,30,Good
10931,Vietnam,Vinh Long,98,Moderate,1,Good,43,Good,1,Good,98,Moderate
10932,India,Virar,151,Unhealthy,1,Good,25,Good,1,Good,151,Unhealthy
10933,India,Viravanallur,47,Good,0,Good,27,Good,0,Good,47,Good
10934,Tanzania,Vwawa,21,Good,0,Good,15,Good,0,Good,21,Good
10935,Pakistan,Warah,168,Unhealthy,1,Good,52,Moderate,1,Good,168,Unhealthy
10936,Belgium,Waremme,36,Good,1,Good,24,Good,4,Good,36,Good
10937,India,Warora,151,Unhealthy,1,Good,38,Good,0,Good,151,Unhealthy
10938,USA,Warrensburg,69,Moderate,1,Good,32,Good,5,Good,69,Moderate
10939,USA,Warrensville Heights,40,Good,1,Good,40,Good,3,Good,39,Good
10940,India,Warud,146,Unhealthy(SG),1,Good,35,Good,0,Good,146,Unhealthy(SG)
10941,Japan,Watari,45,Good,1,Good,45,Good,0,Good,20,Good
10942,USA,Watertown,61,Moderate,2,Good,22,Good,8,Good,61,Moderate
10943,USA,Webster Groves,83,Moderate,2,Good,19,Good,13,Good,83,Moderate
10944,China,Tongliao,112,Unhealthy(SG),3,Good,112,Unhealthy(SG),1,Good,99,Moderate
10945,Germany,Tonisvorst,28,Good,0,Good,26,Good,2,Good,28,Good
10946,Australia,Toowoomba,22,Good,0,Good,22,Good,0,Good,7,Good
10947,Ivory Coast,Toumodi,72,Moderate,2,Good,12,Good,0,Good,72,Moderate
10949,Brazil,Tucano,20,Good,0,Good,14,Good,0,Good,20,Good
10950,France,Tulle,30,Good,1,Good,25,Good,2,Good,30,Good
10951,USA,Tulsa,54,Moderate,1,Good,25,Good,5,Good,54,Moderate
10952,Thailand,Udon Thani,54,Moderate,0,Good,25,Good,0,Good,54,Moderate
10953,Japan,Uozu,41,Good,1,Good,41,Good,0,Good,25,Good
10954,Venezuela,Upata,42,Good,0,Good,15,Good,0,Good,42,Good
10955,Russia,Urussu,30,Good,1,Good,30,Good,1,Good,14,Good
10956,Netherlands,Utrecht,31,Good,0,Good,31,Good,2,Good,28,Good
10957,North Macedonia,Valandovo,33,Good,1,Good,32,Good,2,Good,33,Good
10958,Portugal,Valbom,33,Good,1,Good,23,Good,4,Good,33,Good
10959,Finland,Valkeakoski,30,Good,1,Good,30,Good,2,Good,10,Good
10960,Mexico,Valtierrilla,62,Moderate,1,Good,10,Good,6,Good,62,Moderate
10961,India,Vandavasi,65,Moderate,1,Good,33,Good,0,Good,65,Moderate
10962,Italy,Vetralla,47,Good,1,Good,47,Good,1,Good,41,Good
10963,Italy,Viadana,64,Moderate,1,Good,29,Good,7,Good,64,Moderate
10964,Mexico,Oluta,76,Moderate,3,Good,11,Good,5,Good,76,Moderate
10965,Mexico,Ometepec,62,Moderate,2,Good,9,Good,6,Good,62,Moderate
10966,Japan,Omihachiman,40,Good,1,Good,40,Good,2,Good,34,Good
10967,Italy,Osimo,45,Good,1,Good,45,Good,0,Good,33,Good
10968,Ukraine,Ovruch,34,Good,1,Good,26,Good,0,Good,34,Good
10969,Mexico,Oxkutzcab,36,Good,1,Good,22,Good,0,Good,36,Good
10970,Italy,Paderno Dugnano,33,Good,1,Good,33,Good,2,Good,23,Good
10971,India,Pakala,84,Moderate,0,Good,33,Good,0,Good,84,Moderate
10972,USA,Palos Hills,78,Moderate,2,Good,13,Good,27,Good,78,Moderate
10973,Bangladesh,Panchagarh,170,Unhealthy,2,Good,72,Moderate,1,Good,170,Unhealthy
10974,Romania,Ramnicu Valcea,51,Moderate,1,Good,40,Good,0,Good,51,Moderate
10975,Iran,Ramsar,59,Moderate,1,Good,39,Good,0,Good,59,Moderate
10976,India,Rangia,106,Unhealthy(SG),2,Good,47,Good,1,Good,106,Unhealthy(SG)
10977,India,Rani,161,Unhealthy,0,Good,36,Good,0,Good,161,Unhealthy
10978,USA,Redan,99,Moderate,3,Good,3,Good,28,Good,99,Moderate
10979,Germany,Rehlingen Siersburg,28,Good,1,Good,28,Good,3,Good,27,Good
10980,UK,Rhondda,74,Moderate,0,Good,32,Good,0,Good,74,Moderate
10981,Portugal,Rio Maior,39,Good,0,Good,29,Good,1,Good,39,Good
10982,Brazil,Rio Negrinho,41,Good,1,Good,10,Good,5,Good,41,Good
10983,USA,Rockland,67,Moderate,1,Good,45,Good,5,Good,67,Moderate
10984,Germany,Rodenbach,35,Good,1,Good,35,Good,1,Good,30,Good
10985,USA,Romeoville,75,Moderate,2,Good,8,Good,27,Good,75,Moderate
10986,Spain,Priego De Cordoba,31,Good,1,Good,31,Good,1,Good,21,Good
10987,India,Pulivendla,120,Unhealthy(SG),0,Good,30,Good,0,Good,120,Unhealthy(SG)
10988,Tanzania,Puma,30,Good,0,Good,16,Good,0,Good,30,Good
10989,India,Purwa,304,Hazardous,1,Good,48,Good,1,Good,268,Very Unhealthy
10990,Azerbaijan,Qaracuxur,55,Moderate,1,Good,39,Good,0,Good,55,Moderate
10991,Iran,Qarchak,157,Unhealthy,2,Good,157,Unhealthy,3,Good,135,Unhealthy(SG)
10992,China,Qingdao,232,Very Unhealthy,21,Good,16,Good,28,Good,232,Very Unhealthy
10993,Dominican Republic,Quisqueya,100,Unhealthy(SG),1,Good,18,Good,4,Good,100,Unhealthy(SG)
10994,Democratic Republic of the Congo,Goma,129,Unhealthy(SG),2,Good,24,Good,1,Good,129,Unhealthy(SG)
10995,France,Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
10996,Indonesia,Gorontalo,25,Good,0,Good,15,Good,0,Good,25,Good
10997,Brazil,Gramado,28,Good,1,Good,16,Good,2,Good,28,Good
10998,Spain,Granadilla De Abona,21,Good,0,Good,21,Good,1,Good,10,Good
10999,Switzerland,Grenchen,59,Moderate,1,Good,31,Good,1,Good,59,Moderate
11000,Germany,Grunberg,75,Moderate,2,Good,33,Good,7,Good,75,Moderate
11001,Spain,Guadalajara,59,Moderate,1,Good,27,Good,2,Good,59,Moderate
11002,Mexico,Guaymas,48,Good,1,Good,22,Good,1,Good,48,Good
11003,Russia,Gubkinskiy,32,Good,1,Good,32,Good,0,Good,28,Good
11004,Uganda,Gulu,74,Moderate,1,Good,19,Good,0,Good,74,Moderate
11005,India,Gumla,156,Unhealthy,2,Good,73,Moderate,0,Good,156,Unhealthy
11006,India,Hajipur,148,Unhealthy(SG),3,Good,87,Moderate,2,Good,148,Unhealthy(SG)
11008,USA,Hamptons At Boca Raton,99,Moderate,2,Good,15,Good,13,Good,99,Moderate
11009,USA,Harper Woods,84,Moderate,2,Good,19,Good,18,Good,84,Moderate
11010,China,Heishan,73,Moderate,2,Good,73,Moderate,1,Good,47,Good
11011,Germany,Heppenheim,68,Moderate,1,Good,38,Good,3,Good,68,Moderate
11012,Japan,Ina,50,Good,1,Good,39,Good,0,Good,50,Good
11013,Mozambique,Inhambane,38,Good,1,Good,24,Good,0,Good,38,Good
11014,USA,Inver Grove Heights,53,Moderate,1,Good,32,Good,4,Good,53,Moderate
11015,UK,Inverness,23,Good,1,Good,23,Good,1,Good,18,Good
11016,Tajikistan,Isfara,138,Unhealthy(SG),1,Good,63,Moderate,0,Good,138,Unhealthy(SG)
11017,Brazil,Itapetinga,35,Good,1,Good,6,Good,2,Good,35,Good
11018,USA,Jamestown,77,Moderate,2,Good,8,Good,9,Good,77,Moderate
11019,Colombia,Jamundi,69,Moderate,2,Good,3,Good,6,Good,69,Moderate
11020,India,Jangipur,84,Moderate,2,Good,43,Good,3,Good,84,Moderate
11021,India,Jasidih,95,Moderate,2,Good,62,Moderate,1,Good,95,Moderate
11022,USA,Jersey City,70,Moderate,2,Good,20,Good,18,Good,70,Moderate
11023,Uganda,Jinja,78,Moderate,2,Good,30,Good,0,Good,78,Moderate
11024,China,Jinji,51,Moderate,2,Good,29,Good,3,Good,51,Moderate
11025,China,Jinzhou,74,Moderate,2,Good,74,Moderate,1,Good,68,Moderate
11026,Brazil,Joao Monlevade,89,Moderate,3,Good,0,Good,6,Good,89,Moderate
11027,Lithuania,Joniskis,39,Good,1,Good,39,Good,0,Good,29,Good
11028,El Salvador,Jucuapa,104,Unhealthy(SG),3,Good,5,Good,17,Good,104,Unhealthy(SG)
11029,Brazil,Jundiai,70,Moderate,2,Good,4,Good,6,Good,70,Moderate
11030,India,Kabrai,164,Unhealthy,3,Good,164,Unhealthy,0,Good,164,Unhealthy
11031,Portugal,Povoa De Varzim,28,Good,1,Good,28,Good,3,Good,18,Good
11032,USA,Poway,61,Moderate,2,Good,12,Good,17,Good,61,Moderate
11033,Brazil,Prado,19,Good,0,Good,19,Good,0,Good,17,Good
11034,USA,Prescott,50,Good,1,Good,13,Good,5,Good,50,Good
11035,Poland,Prudnik,78,Moderate,1,Good,37,Good,3,Good,78,Moderate
11037,Indonesia,Purbalingga,66,Moderate,1,Good,44,Good,1,Good,66,Moderate
11038,Tunisia,Qibili,103,Unhealthy(SG),1,Good,44,Good,0,Good,103,Unhealthy(SG)
11039,Israel,Qiryat Atta,98,Moderate,3,Good,40,Good,11,Good,98,Moderate
11040,Guatemala,Quetzaltenango,76,Moderate,2,Good,7,Good,8,Good,76,Moderate
11041,Brazil,Quirinopolis,25,Good,1,Good,4,Good,0,Good,25,Good
11042,India,Rahatgarh,174,Unhealthy,1,Good,48,Good,0,Good,174,Unhealthy
11043,Italy,Rosarno,55,Moderate,1,Good,42,Good,1,Good,55,Moderate
11044,Spain,Rota,26,Good,0,Good,26,Good,2,Good,14,Good
11045,Italy,Rovigo,73,Moderate,1,Good,42,Good,2,Good,73,Moderate
11046,USA,Royal Palm Beach,114,Unhealthy(SG),3,Good,14,Good,13,Good,114,Unhealthy(SG)
11047,Colombia,Sabanalarga,106,Unhealthy(SG),2,Good,12,Good,7,Good,106,Unhealthy(SG)
11048,Panama,Sabanitas,69,Moderate,1,Good,22,Good,4,Good,69,Moderate
11049,Saudi Arabia,Safwah,167,Unhealthy,1,Good,122,Unhealthy(SG),0,Good,167,Unhealthy
11050,France,Saint Etienne Du Rouvray,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
11051,France,Saint Mande,72,Moderate,2,Good,27,Good,6,Good,72,Moderate
11053,India,Rangapara,74,Moderate,2,Good,48,Good,0,Good,74,Moderate
11054,USA,Raymore,50,Good,1,Good,33,Good,7,Good,50,Good
11055,USA,Red Bank,72,Moderate,2,Good,17,Good,16,Good,72,Moderate
11056,Burkina Faso,Reo,49,Good,1,Good,18,Good,0,Good,49,Good
11057,India,Repalle,55,Moderate,1,Good,42,Good,0,Good,55,Moderate
11058,USA,Rexburg,41,Good,1,Good,21,Good,3,Good,41,Good
11059,Germany,Rheinbach,58,Moderate,1,Good,34,Good,3,Good,58,Moderate
11061,Bolivia,Riberalta,35,Good,1,Good,3,Good,0,Good,35,Good
11062,Mexico,Rincon De Tamayo,45,Good,1,Good,27,Good,2,Good,45,Good
11063,Brazil,Rio Verde De Mato Grosso,14,Good,1,Good,4,Good,0,Good,14,Good
11064,Italy,Rivalta Di Torino,58,Moderate,1,Good,35,Good,2,Good,58,Moderate
11065,China,Rizhao,151,Unhealthy,4,Good,43,Good,4,Good,151,Unhealthy
11066,USA,Rome,67,Moderate,2,Good,7,Good,9,Good,67,Moderate
11067,Democratic Republic of the Congo,Kananga,191,Unhealthy,9,Good,35,Good,4,Good,191,Unhealthy
11069,Sri Lanka,Kandy,54,Moderate,0,Good,21,Good,0,Good,54,Moderate
11070,Iran,Karaj,222,Very Unhealthy,5,Good,222,Very Unhealthy,7,Good,163,Unhealthy
11071,Japan,Kaseda,29,Good,0,Good,29,Good,1,Good,28,Good
11072,Kenya,Kericho,84,Moderate,2,Good,25,Good,1,Good,84,Moderate
11073,Pakistan,Khairpur,165,Unhealthy,1,Good,44,Good,0,Good,165,Unhealthy
11074,Pakistan,Khanewal,158,Unhealthy,3,Good,156,Unhealthy,1,Good,158,Unhealthy
11075,India,Kharakvasla,100,Unhealthy(SG),1,Good,29,Good,1,Good,100,Unhealthy(SG)
11076,Burundi,Bubanza,84,Moderate,4,Good,23,Good,1,Good,84,Moderate
11077,India,Buxar,163,Unhealthy,3,Good,128,Unhealthy(SG),1,Good,163,Unhealthy
11078,Portugal,Caldas Da Rainha,22,Good,1,Good,20,Good,5,Good,22,Good
11079,Spain,Cambrils,41,Good,1,Good,41,Good,1,Good,30,Good
11080,USA,Cameron Park,71,Moderate,2,Good,22,Good,11,Good,71,Moderate
11081,Canada,Camrose,67,Moderate,1,Good,32,Good,2,Good,67,Moderate
11082,Costa Rica,Canas,55,Moderate,1,Good,5,Good,7,Good,55,Moderate
11083,UK,Cannock,33,Good,1,Good,33,Good,3,Good,21,Good
11084,Italy,Carlentini,66,Moderate,1,Good,44,Good,1,Good,66,Moderate
11085,Portugal,Carregado,29,Good,1,Good,29,Good,4,Good,26,Good
11086,Brazil,Cascavel,23,Good,0,Good,13,Good,1,Good,23,Good
11087,USA,Casper,96,Moderate,1,Good,24,Good,3,Good,96,Moderate
11088,Panama,Cativa,69,Moderate,1,Good,22,Good,4,Good,69,Moderate
11089,USA,Cedar Hill,56,Moderate,1,Good,27,Good,5,Good,56,Moderate
11090,Indonesia,Ceper,67,Moderate,1,Good,38,Good,1,Good,67,Moderate
11091,India,Chandvad,119,Unhealthy(SG),1,Good,33,Good,0,Good,119,Unhealthy(SG)
11092,Germany,Biedenkopf,79,Moderate,2,Good,31,Good,6,Good,79,Moderate
11093,Turkey,Bilecik,56,Moderate,1,Good,36,Good,0,Good,56,Moderate
11094,Ukraine,Bilyayivka,44,Good,1,Good,44,Good,0,Good,10,Good
11095,Chad,Massaguet,110,Unhealthy(SG),2,Good,33,Good,1,Good,110,Unhealthy(SG)
11096,USA,Mastic Beach,37,Good,1,Good,22,Good,15,Good,37,Good
11097,Tanzania,Masumbwe,24,Good,0,Good,17,Good,0,Good,24,Good
11098,Italy,Matera,43,Good,1,Good,43,Good,1,Good,22,Good
11099,Indonesia,Maumere,60,Moderate,1,Good,26,Good,0,Good,60,Moderate
11100,France,Meaux,66,Moderate,1,Good,30,Good,3,Good,66,Moderate
11101,Italy,Meda,67,Moderate,1,Good,36,Good,4,Good,67,Moderate
11102,USA,Medfield,47,Good,1,Good,27,Good,9,Good,47,Good
11103,Brazil,Mendes,172,Unhealthy,8,Good,1,Good,17,Good,172,Unhealthy
11104,USA,Mesa,67,Moderate,1,Good,7,Good,20,Good,67,Moderate
11105,Germany,Lindlar,61,Moderate,1,Good,34,Good,4,Good,61,Moderate
11106,Germany,Lobau,74,Moderate,1,Good,39,Good,2,Good,74,Moderate
11107,Italy,Lodi,62,Moderate,1,Good,42,Good,2,Good,62,Moderate
11108,France,Lognes,80,Moderate,2,Good,18,Good,8,Good,80,Moderate
11109,Poland,Lomza,31,Good,1,Good,31,Good,0,Good,21,Good
11110,China,Longjing,69,Moderate,2,Good,48,Good,0,Good,69,Moderate
11111,Germany,Lorch,53,Moderate,1,Good,37,Good,4,Good,53,Moderate
11112,USA,Loveland,61,Moderate,2,Good,5,Good,12,Good,61,Moderate
11113,Angola,Lucapa,172,Unhealthy,5,Good,33,Good,6,Good,172,Unhealthy
11114,Switzerland,Lugano,62,Moderate,1,Good,33,Good,1,Good,62,Moderate
11115,Tanzania,Madimba,24,Good,0,Good,23,Good,0,Good,24,Good
11116,Brazil,Mage,220,Very Unhealthy,9,Good,8,Good,28,Good,220,Very Unhealthy
11117,India,Mairwa,132,Unhealthy(SG),3,Good,79,Moderate,2,Good,132,Unhealthy(SG)
11119,Mexico,Manuel Doblado,56,Moderate,1,Good,25,Good,3,Good,56,Moderate
11120,Philippines,Maramag,36,Good,1,Good,22,Good,0,Good,36,Good
11121,Italy,Umbertide,87,Moderate,1,Good,37,Good,3,Good,87,Moderate
11122,Mexico,Uriangato,45,Good,1,Good,25,Good,2,Good,45,Good
11124,Brazil,Uruguaiana,18,Good,1,Good,4,Good,3,Good,18,Good
11125,USA,Uxbridge,43,Good,1,Good,28,Good,7,Good,43,Good
11126,Germany,Vaihingen,65,Moderate,1,Good,36,Good,2,Good,65,Moderate
11127,Czechia,Valasske Mezirici,70,Moderate,1,Good,40,Good,1,Good,70,Moderate
11128,USA,Valley Station,63,Moderate,2,Good,31,Good,9,Good,63,Moderate
11129,USA,Van Wert,64,Moderate,2,Good,31,Good,10,Good,64,Moderate
11130,Germany,Vaterstetten,68,Moderate,1,Good,39,Good,3,Good,68,Moderate
11131,Sri Lanka,Vavuniya,59,Moderate,0,Good,26,Good,0,Good,59,Moderate
11132,France,Velizy Villacoublay,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
11133,Netherlands,Venray,50,Good,1,Good,22,Good,7,Good,50,Good
11134,Switzerland,Vernier,63,Moderate,1,Good,30,Good,2,Good,63,Moderate
11135,Philippines,Vigan,31,Good,1,Good,31,Good,0,Good,20,Good
11136,India,Vijayawada,93,Moderate,2,Good,54,Moderate,1,Good,93,Moderate
11137,Russia,Vikhorevka,39,Good,1,Good,37,Good,0,Good,39,Good
11138,Paraguay,Villa Hayes,160,Unhealthy,8,Good,0,Good,5,Good,160,Unhealthy
11139,Spain,Villablino,19,Good,0,Good,17,Good,3,Good,19,Good
11140,Colombia,Villavicencio,65,Moderate,2,Good,0,Good,5,Good,65,Moderate
11141,France,Villefontaine,53,Moderate,1,Good,28,Good,2,Good,53,Moderate
